study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,,
APA_2018,APA_2018,APA_2018_item73,Discussion,,,General limitations (including assessment of the quality of studies included),Discussion,Discussion,,Report any limitations in the review methodology,,,
APA_2018,APA_2018,APA_2018_item8,Abstract,,,Conclusion (including limitations),Abstract,Abstract,,Report any limitations in the review methodology,,,
APA_2018,APA_2018,APA_2018_item57,Methods,Statistical Methods,,Tests for statistical outliers,Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report any statistical tests used to identify outliers,,,
APA_2018,APA_2018,APA_2018_item11,Introduction,,,Historical background,Introduction,Rationale,,Report background information on the topic of the review,,,
APA_2018,APA_2018,APA_2018_item3,Abstract,,,The problem of relation(s) under investigation,Abstract,Abstract,,Report background information on the topic of the review,,,
APA_2018,APA_2018,APA_2018_item45,Methods,Moderator and Mediator Analyses,,Definition of all coding categories used to test moderators or mediators of the relation(s) of interest,Methodology,Data Items,,Report each data extraction variable used for moderator analysis,,,
APA_2018,APA_2018,APA_2018_item43,Methods,Coding Procedures,,"If study design features were coded, what these were",Methodology,Data Items,,Report each study design for which data were extracted from the included studies,,,
APA_2018,APA_2018,APA_2018_item76,References,,,References,Other information,References,,Report each study from which data were collected in the reference list,,,
APA_2018,APA_2018,APA_2018_item36,Methods,Search Strategies,,How disagreements were resolved,Methodology,Selection Process,,Report how disagreements between reviewers in screening decisions were resolved,,,
APA_2018,APA_2018,APA_2018_item40,Methods,Coding Procedures,,"Whether each report was coded by more than one coder and, if so, how disagreements were resolved",Methodology,Data Collection Process,,Report how disagreements between reviewers in the data extraction were resolved,,,
APA_2018,APA_2018,APA_2018_item50,Methods,Statistical Methods,,How effect size confidence intervals (or standard errors) were calculated,Methodology,Effect Measures,,Report how the error around the effect size estimate was calculated,,,
APA_2018,APA_2018,APA_2018_item51,Methods,Statistical Methods,,"How effect size credibility intervals were calculated, if used",Methodology,Effect Measures,,Report how the error around the effect size estimate was calculated,,,
APA_2018,APA_2018,APA_2018_item55,Methods,Statistical Methods,,"Means and SDs for measurement artifacts, if construct-level relationships were the focus",Methodology,Effect Measures,,Report how the error around the effect size estimate was calculated,,,
APA_2018,APA_2018,APA_2018_item39,Methods,Coding Procedures,,Intercoder reliability or agreement,Methodology,Data Collection Process,,Report the agreement rate between the reviewers who conducted the data collection process,,,
APA_2018,APA_2018,APA_2018_item35,Methods,Search Strategies,,Indication of agreement,Methodology,Selection Process,,Report the agreement rate between the reviewers who conducted the literature screening process,,,
APA_2018,APA_2018,APA_2018_item33,Methods,Search Strategies,,"Aspects of reports examined (i.e., title, abstract, and/or full text)",Methodology,Selection Process,,Report the aspects of the studies examined for eligibility,,,
APA_2018,APA_2018,APA_2018_item64,Results,,,"Table giving descriptive information for each included study, including effect size and sample size",Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
APA_2018,APA_2018,APA_2018_item65,Results,,,Tables and/or graphical summaries,Results,Data Characteristics,,Report the characteristics extracted from each of the included studies,,,
APA_2018,APA_2018,APA_2018_item52,Methods,Statistical Methods,,How studies with more than one effect size were handled,Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report the dependency structure accounted for in the statistical synthesis,,,
APA_2018,APA_2018,APA_2018_item46,Methods,Statistical Methods,,Effect size metric(s),Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
APA_2018,APA_2018,APA_2018_item64,Results,,,"Table giving descriptive information for each included study, including effect size and sample size",Results,Results of Individual Studies,,Report the effect size point estimates for each individual study,,,
APA_2018,APA_2018,APA_2018_item18,Methods,Inclusion and Exclusion Criteria,,Operational characteristics of independent (predictor) and dependent (outcomes) variable(s),Methodology,Eligibility Criteria ,,Report the eligibility criteria for the review,,,
APA_2018,APA_2018,APA_2018_item4,Abstract,,,Study eligibility criteria,Abstract,Abstract,,Report the eligibility criteria for the review,,,
APA_2018,APA_2018,APA_2018_item67,Results,,,"Overall effect size estimates, including measures of uncertainty (e.g., confidence and/or credibility intervals)",Results,Results of Syntheses (results of statistical syntheses),,Report the error around the pooled effect size point estimate,,,
