study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,X,X.1
APA_2018,APA_2018,APA_2018_item34,Methods,Search Strategies,,Number and qualifications of relevance judges,Methodology,Selection Process,,Report the qualifications of the people who conducted the literature screening,,NA,NA
APA_2018,APA_2018,APA_2018_item35,Methods,Search Strategies,,Indication of agreement,Methodology,Selection Process,,Report the agreement rate between each of the people who conducted the literature screening,,NA,NA
APA_2018,APA_2018,APA_2018_item36,Methods,Search Strategies,,How disagreements were resolved,Methodology,Selection Process,,Report how disagreements in screening decisions was resolved,,NA,NA
APA_2018,APA_2018,APA_2018_item37,Methods,Search Strategies,,Treatment of unpublished studies,Methodology,Eligibility Criteria,,Report the relevant publication status in eligibility criteria of the review,,NA,NA
APA_2018,APA_2018,APA_2018_item38,Methods,Coding Procedures,,"Number and qualification of coders (e.g., level of expertise in the area, training)",Methodology,Data Collection Process and Data Items,,Report the number of people who conducted the data extraction,,NA,NA
APA_2018,APA_2018,APA_2018_item38,Methods,Coding Procedures,,"Number and qualification of coders (e.g., level of expertise in the area, training)",Methodology,Data Collection Process and Data Items,,Report the qualifications of the people who conducted the data extraction,,NA,NA
APA_2018,APA_2018,APA_2018_item39,Methods,Coding Procedures,,Intercoder reliability or agreement,Methodology,Data Collection Process and Data Items,,Report the agreement rate between each of the people who conducted the data extraction,,NA,NA
APA_2018,APA_2018,APA_2018_item4,Abstract,,,Study eligibility criteria,Abstract,Abstract,,NA,,NA,NA
APA_2018,APA_2018,APA_2018_item40,Methods,Coding Procedures,,"Whether each report was coded by more than one coder and, if so, how disagreements were resolved",Methodology,Data Collection Process and Data Items,,Report how disagreements in data extraction variables was resolved,,NA,NA
APA_2018,APA_2018,APA_2018_item41,Methods,Coding Procedures,,Assessment of study quality,Methodology,Study Risk of Bias Assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
APA_2018,APA_2018,APA_2018_item42,Methods,Coding Procedures,,"If a study quality scale was employed, a description of criteria and the procedures for application",Methodology,Study Risk of Bias Assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
APA_2018,APA_2018,APA_2018_item43,Methods,Coding Procedures,,"If study design features were coded, what these were",Methodology,Data Collection Process and Data Items,,Report all of the study designs which data was extracted,,NA,NA
APA_2018,APA_2018,APA_2018_item44,Methods,Coding Procedures,,How missing data were handled,Methodology,Data Collection Process and Data Items,,Report the strategy used for missing data,,NA,NA
APA_2018,APA_2018,APA_2018_item45,Methods,Moderator and Mediator Analyses,,Definition of all coding categories used to test moderators or mediators of the relation(s) of interest,Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables for moderator analysis,,NA,NA
APA_2018,APA_2018,APA_2018_item46,Methods,Statistical Methods,,Effect size metric(s),Methodology,Effect Measures,,Report the effect size measured,,NA,NA
APA_2018,APA_2018,APA_2018_item47,Methods,Statistical Methods,,"Effect size calculating formulas (e.g., means and SDs, use of univariate factor transformation, etc.)",Methodology,Effect Measures,,Report the formulae of the effect size measured,,NA,NA
APA_2018,APA_2018,APA_2018_item48,Methods,Statistical Methods,,"Corrections made to effect sizes (e.g., small sample bias, correction for unequal sample sizes, etc.)",Methodology,Effect Measures,,Report any corrections to the effect size measured,,NA,NA
appelbaum_2018,appelbaum_2018,appelbaum_2018_item48,Methods,Statistical Methods,NA,Assessment of heterogeneity,Methodology,Synthesis Methods,Methodology,Report the methods used to assess heterogeneity,,NA,NA
APA_2018,APA_2018,APA_2018_item5,Abstract,,,Type(s) of participants included in primary studies,Abstract,Abstract,,NA,,NA,NA
APA_2018,APA_2018,APA_2018_item50,Methods,Statistical Methods,,How effect size confidence intervals (or standard errors) were calculated,Methodology,Effect Measures,,Report the error type around the effect size measured,,NA,NA
APA_2018,APA_2018,APA_2018_item51,Methods,Statistical Methods,,"How effect size credibility intervals were calculated, if used",Methodology,Effect Measures,,Report the error type around the effect size measured,,NA,NA
stroup_2000,stroup_2000,stroup_2000_item22,Reporting of Methods,,,Assessment of heterogeneity,Methodology,Synthesis Methods,,Report the methods used to assess heterogeneity,,NA,NA
bonetti_2022,bonetti_2022,bonetti_2022_item10,,,,"Authors should report in the main text of the manuscript the mathematical methods (e.g. inverse of variance, Mantel-Haenszel, Peto), models (e.g. random or fixed-effect) and measures (e.g. relative risk, odds ratio, hazard ratio, mean difference) used to build each of the meta-analysis, including those obtained with the sensitivity or subgroup analyses.",Methodology,Synthesis Methods,,Report the structure of each of the models used,,NA,NA
bonetti_2022,bonetti_2022,bonetti_2022_item10,,,,"Authors should report in the main text of the manuscript the mathematical methods (e.g. inverse of variance, Mantel-Haenszel, Peto), models (e.g. random or fixed-effect) and measures (e.g. relative risk, odds ratio, hazard ratio, mean difference) used to build each of the meta-analysis, including those obtained with the sensitivity or subgroup analyses.",Methodology,Synthesis Methods,,Report the effect size used,,NA,NA
zhao_2022,zhao_2022,zhao_2022_item19,Eligibility criteria,Eligibility criteria,6b_extension_rec,"Chinese herbal or formula names, and selection criteria should be included (refer to CONSORT for Herbal Interventions44 and CONSORT for CHM Formulas53).",Methodology,Synthesis Methods,,NA,,NA,NA
ohlssen_2013,ohlssen_2013,ohlssen_2013_item7,Methods,Prior distribution,7,Choice of prior distributions (and hyperprior distributions if hierarchical modeling is used) and rationale for choices; alternative priors for the purpose of sensitivity analysis should be explicitly specified.,Methodology,Synthesis Methods,,NA,,NA,NA
ohlssen_2013,ohlssen_2013,ohlssen_2013_item8,Methods,Computation/software,8,"Computational methods for generating posterior inferences; software used and how it is validated if not commercially available; if MCMC is used, how convergence is checked.",Methodology,Synthesis Methods,,NA,,NA,NA
campbell_2020,campbell_2020,campbell_2020_item4,Methods,Describe the synthesis methods,3,Describe and justify the methods used to synthesise the effects for each outcome when it was not possible to undertake a meta-analysis of effect estimates,Methodology,Synthesis Methods,,Report the synthesis strategy,,NA,NA
odea_2020,odea_2020,odea_2020_item45,Software,,13.4,Describe any arguments that differed from the default settings,Methodology,Synthesis Methods,,NA,,NA,NA
snell_2023,snell_2023,snell_2023_item14,Methods,Synthesis methods,12a,"Describe any methods for synthesising estimates of performance measures for each model. If meta-analysis was carried out, describe the methods used, including any transformations of data before pooling, how any heterogeneity in model performance was quantified and handled, and software package(s) used.",Methodology,Synthesis Methods,,Report the structure of each of the models used,,NA,NA
snell_2023,snell_2023,snell_2023_item14,Methods,Synthesis methods,12a,"Describe any methods for synthesising estimates of performance measures for each model. If meta-analysis was carried out, describe the methods used, including any transformations of data before pooling, how any heterogeneity in model performance was quantified and handled, and software package(s) used.",Methodology,Synthesis Methods,,Report the methods used to assess heterogeneity,,NA,NA
snell_2023,snell_2023,snell_2023_item14,Methods,Synthesis methods,12a,"Describe any methods for synthesising estimates of performance measures for each model. If meta-analysis was carried out, describe the methods used, including any transformations of data before pooling, how any heterogeneity in model performance was quantified and handled, and software package(s) used.",Methodology,Synthesis Methods,,Report the software to conduct the statistical analysis,,NA,NA
