study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,language,check 
ardern_2021,ardern_2021,ardern_2021_item9,Methods,Data collection process,9,"Specify the methods used to collect data from reports, including how many reviewers collected data from each report, whether they worked independently, any processes for obtaining or confirming data from study investigators, and if applicable, details of automation tools used in the process.",Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item1,Searcher characteristics,NA,NA,Number of searchers,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item10,Final inclusion criteria,NA,NA,Researched variables,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item11,Final inclusion criteria,NA,NA,Participants,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item12,Final inclusion criteria,NA,NA,Researched settings,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item13,Final inclusion criteria,NA,NA,Dates,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item14,Final inclusion criteria,NA,NA,For conduct of research,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item15,Final inclusion criteria,NA,NA,for report appearance,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item16,Final inclusion criteria,NA,NA,"Types of reports, for example,",Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item17,Final inclusion criteria,NA,NA,Publication status,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item18,Final inclusion criteria,NA,NA,Peer review status,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item19,Final inclusion criteria,NA,NA,Treatment of studies reported in foreign languages,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item2,Searcher characteristics,NA,NA,Level of education and/or training,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item20,Final inclusion criteria,NA,NA,Adequate reporting,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item21,Final inclusion criteria,NA,NA,Information needed to include the report,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item22,Excluded Articles,NA,NA,Listing of studies that met most inclusion criteria but were ultimately excluded,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item23,Excluded Articles,NA,NA,At least one criteria that each study failed to meet,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item24,Excluded Articles,NA,NA,"For example, data presented in an unusable way",Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item25,General search reporting guidelines,NA,NA,Total number of documents in the search results,Results,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item26,General search reporting guidelines,NA,NA,Number of reports retained after initial screening,Results,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item27,General search reporting guidelines,NA,NA,Number of reports meeting relevance criteria,Results,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item28,General search reporting guidelines,NA,NA,Number of reports excluded due to insufficient information,Results,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item29,Reference database and registry searches,NA,NA,Search software version,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item3,Searcher characteristics,NA,NA,Past experience conducting searches,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item30,Reference database and registry searches,NA,NA,Full names of databases searched,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item31,Reference database and registry searches,NA,NA,Justification of database choice,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item32,Reference database and registry searches,NA,NA,Search terms used,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item33,Reference database and registry searches,NA,NA,Boolean connectors,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item34,Reference database and registry searches,NA,NA,Whether automatic explosion of terms occurred,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item35,Reference database and registry searches,NA,NA,"Parts of text searched (e.g., title, abstract, etc.)",Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item36,Reference database and registry searches,NA,NA,Date database search(es) were conducted,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item37,Journal—bibliography and registry search,NA,NA,Journals or bibliographies scanned for relevant reports,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item38,Journal—bibliography and registry search,NA,NA,Names,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item39,Journal—bibliography and registry search,NA,NA,Years/volumes scanned,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item4,Searcher characteristics,NA,NA,Were initial screeners different from second screeners?,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item40,Journal—bibliography and registry search,NA,NA,Document elements used for decision,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item41,Backward (reference list) search,NA,NA,Whether reference lists were examined,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item42,Backward (reference list) search,NA,NA,Criteria for reference lists chosen,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item43,Backward (reference list) search,NA,NA,"Element used for relevance decision (e.g., references, mention in introduction, abstract, and full report)",Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item44,Forward (citation) search,NA,NA,Reports for which citation searches were conducted,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item45,Forward (citation) search,NA,NA,Justification for why these reports were chosen,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item46,Direct contact searches,NA,NA,Mass communications to formal or informal distribution lists,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item47,Direct contact searches,NA,NA,Group names or defining characteristics,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item48,Direct contact searches,NA,NA,dates of contact,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item49,Direct contact searches,NA,NA,Communications to individual researchers,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item5,Searcher characteristics,NA,NA,"If yes, how?",Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item50,Direct contact searches,NA,NA,Criteria for decisions to contact,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item51,Direct contact searches,NA,NA,Number of researchers contacted,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item52,Direct contact searches,NA,NA,Response rate,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item53,Direct contact searches,NA,NA,Communications with colleagues (leading to reports found no other way),Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item54,Other search strategies,NA,NA,Describe search strategies in addition to those above and the results of these searches,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item6,Initial screening for relevance,NA,NA,Elements of reports used in initial screening decision,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item7,Initial screening for relevance,NA,NA,"For example, title, abstract, and full report",Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item8,Initial screening for relevance,NA,NA,Criteria for passing from first to second screen,Methodology,english,km
atkinson_2014,atkinson_2014,atkinson_2014_item9,Final inclusion criteria,NA,NA,Definitions,Methodology,english,km
beller_2013,beller_2013,beller_2013_item1,title,title,1,"Identify the report as a systematic review, meta-analysis, or both.",Abstract,english,km
beller_2013,beller_2013,beller_2013_item10,discussion,interpretation,10,General interpretation of the results and important implications.,Abstract,english,km
beller_2013,beller_2013,beller_2013_item11,other,funding,11,Primary source of funding for the review.,Abstract,english,km
beller_2013,beller_2013,beller_2013_item12,other,registration,12,Registration number and registry name.,Abstract,english,km
beller_2013,beller_2013,beller_2013_item2,background,objectives,2,"The research question including components such as participants, interventions, comparator, and outcomes.",Abstract,english,km
beller_2013,beller_2013,beller_2013_item3,methods,eligibility criteria,3,Study and report characteristics used as criteria for inclusion.,Abstract,english,km
